Vino_ID;fixed acidity;volatile acidity;residual sugar;chlorides;total sulfur dioxide;density;alcohol;quality
Vino_3945;6.1;0.27;6.2;0.048;161.0;0.99281;11.0;6
Vino_3946;6.2;0.27;6.3;0.048;159.0;0.99282;11.0;6
Vino_3947;6.0;0.3;2.1;0.042;127.0;0.98964;12.5;6
Vino_3948;6.1;0.3;2.2;0.042;142.0;0.98952;12.7;7
Vino_3949;5.7;0.14;5.4;0.045;105.0;0.99469;9.3;5
Vino_3950;6.9;0.4;8.9;0.053;148.0;0.996;9.3;5
Vino_3951;4.9;0.345;1.0;0.068;143.0;0.99138;10.1;5
Vino_3952;6.3;0.33;17.9;0.066;161.0;0.9991;8.8;5
Vino_3953;7.0;0.16;2.6;0.043;90.0;0.99047;11.2;6
Vino_3954;8.4;0.22;1.3;0.038;122.0;0.99178;10.8;7
Vino_3955;6.3;0.33;17.9;0.066;161.0;0.9991;8.8;5
Vino_3956;7.0;0.16;2.6;0.043;90.0;0.99047;11.2;6
Vino_3957;5.4;0.24;2.3;0.05;145.0;0.99207;10.3;5
Vino_3958;7.7;0.31;4.3;0.026;87.0;0.99152;12.0;5
Vino_3959;5.6;0.185;7.1;0.048;110.0;0.99438;9.5;6
Vino_3960;5.6;0.185;7.1;0.048;110.0;0.99438;9.5;6
Vino_3961;6.6;0.43;11.9;0.04;159.0;0.99622;9.8;6
Vino_3962;7.6;0.39;11.7;0.084;170.0;0.99773;9.0;5
Vino_3963;7.2;0.58;5.8;0.032;118.0;0.99088;13.0;7
Vino_3964;6.0;0.34;3.8;0.044;116.0;0.99108;11.8;7
Vino_3965;7.5;0.35;12.4;0.056;176.5;0.99803;8.8;5
Vino_3966;7.3;0.38;6.5;0.05;102.0;0.99304;11.2;4
Vino_3967;5.4;0.185;7.1;0.048;110.0;0.99438;9.5;6
Vino_3968;6.3;0.27;7.6;0.049;200.0;0.99548;9.4;4
Vino_3969;6.5;0.29;7.9;0.049;192.0;0.99551;9.5;6
Vino_3970;6.4;0.17;2.8;0.034;125.0;0.99152;10.4;6
Vino_3971;6.7;0.18;10.6;0.035;143.0;0.99572;9.8;7
Vino_3972;6.4;0.17;2.8;0.034;125.0;0.99152;10.4;6
Vino_3973;6.8;0.37;1.5;0.175;98.0;0.99244;10.3;6
Vino_3974;6.3;0.27;7.6;0.049;200.0;0.99548;9.4;4
Vino_3975;6.5;0.29;7.9;0.049;192.0;0.99551;9.5;6
Vino_3976;6.1;0.24;1.7;0.033;134.0;0.9903;11.9;7
Vino_3977;7.0;0.32;7.6;0.025;124.0;0.99162;12.8;7
Vino_3978;6.9;0.27;7.5;0.03;117.0;0.99116;13.0;6
Vino_3979;6.5;0.29;1.7;0.04;192.0;0.9922;10.4;7
Vino_3980;6.5;0.29;1.7;0.034;193.0;0.99223;10.4;6
Vino_3981;6.1;0.22;12.1;0.035;135.0;0.99481;10.7;5
Vino_3982;6.3;0.22;4.5;0.036;157.0;0.9928;10.7;7
Vino_3983;6.1;0.24;1.7;0.033;134.0;0.9903;11.9;7
Vino_3984;5.6;0.23;8.0;0.043;101.0;0.99429;10.4;6
Vino_3985;7.0;0.32;7.6;0.025;124.0;0.99162;12.8;7
Vino_3986;6.8;0.11;8.6;0.044;104.0;0.99454;9.9;6
Vino_3987;6.8;0.11;8.6;0.044;104.0;0.99454;9.9;6
Vino_3988;7.3;0.23;14.6;0.048;223.0;0.99863;9.4;6
Vino_3989;6.1;0.2;1.6;0.048;129.0;0.991;11.4;6
Vino_3990;6.8;0.11;8.6;0.044;104.0;0.99454;9.9;6
Vino_3991;7.3;0.23;14.6;0.048;223.0;0.99863;9.4;6
Vino_3992;6.9;0.2;1.1;0.06;104.0;0.99317;9.2;5
Vino_3993;6.7;0.19;3.7;0.041;76.0;0.99173;10.5;7
Vino_3994;6.7;0.28;8.9;0.048;111.0;0.99455;11.0;7
Vino_3995;6.7;0.28;8.9;0.048;111.0;0.99455;11.0;7
Vino_3996;8.0;0.37;4.7;0.038;127.0;0.99186;12.1;5
Vino_3997;6.7;0.28;8.9;0.048;111.0;0.99455;11.0;7
Vino_3998;6.0;0.26;3.1;0.041;144.0;0.98944;12.8;7
Vino_3999;6.4;0.24;5.8;0.053;120.0;0.9942;10.5;6
Vino_4000;6.4;0.24;5.8;0.053;120.0;0.9942;10.5;6
Vino_4001;6.4;0.24;5.8;0.053;120.0;0.9942;10.5;6
Vino_4002;6.4;0.25;1.0;0.062;122.0;0.99238;9.5;5
Vino_4003;6.1;0.25;15.8;0.052;94.0;0.99782;9.2;6
Vino_4004;6.8;0.14;1.5;0.047;117.0;0.99111;11.1;6
Vino_4005;6.5;0.38;5.2;0.042;112.0;0.99067;12.3;7
Vino_4006;6.8;0.14;1.5;0.047;117.0;0.99111;11.1;6
Vino_4007;5.4;0.15;2.5;0.037;51.0;0.98878;12.6;6
Vino_4008;6.4;0.25;1.0;0.062;122.0;0.99238;9.5;5
Vino_4009;6.1;0.25;15.8;0.052;94.0;0.99782;9.2;6
Vino_4010;6.8;0.22;5.9;0.054;152.0;0.9938;10.8;6
Vino_4011;7.2;0.21;3.1;0.044;122.0;0.99143;11.3;6
Vino_4012;6.0;0.26;3.1;0.041;144.0;0.98944;12.8;7
Vino_4013;6.4;0.24;5.8;0.053;120.0;0.9942;10.5;6
Vino_4014;6.5;0.46;11.5;0.051;171.0;0.99588;9.8;6
Vino_4015;6.5;0.18;18.0;0.054;183.0;1.00038;8.5;6
Vino_4016;6.2;0.32;4.8;0.054;97.0;0.99424;9.3;5
Vino_4017;7.2;0.4;8.5;0.055;151.0;0.99626;9.2;5
Vino_4018;5.9;0.23;1.6;0.037;115.0;0.99076;11.4;6
Vino_4019;6.4;0.18;18.0;0.054;183.0;1.00038;8.5;6
Vino_4020;6.2;0.32;4.8;0.054;97.0;0.99424;9.3;5
Vino_4021;6.4;0.37;5.9;0.056;91.0;0.99536;8.4;4
Vino_4022;7.0;0.23;1.1;0.062;100.0;0.99318;9.2;5
Vino_4023;7.2;0.4;8.5;0.055;151.0;0.99626;9.2;5
Vino_4024;7.6;0.19;13.1;0.033;151.0;0.99726;10.4;6
Vino_4025;6.0;0.28;4.1;0.046;147.0;0.99126;11.6;6
Vino_4026;6.2;0.32;2.9;0.029;94.0;0.98998;12.4;6
Vino_4027;7.6;0.19;13.1;0.033;151.0;0.99726;10.4;6
Vino_4028;6.4;0.26;1.1;0.052;176.0;0.99304;9.3;5
Vino_4029;5.9;0.25;1.5;0.029;81.0;0.9892;12.2;6
Vino_4030;6.1;0.28;7.75;0.031;139.0;0.99296;11.0;6
Vino_4031;6.9;0.19;1.15;0.023;105.0;0.99047;11.4;5
Vino_4032;6.4;0.29;1.0;0.06;120.0;0.9924;9.5;5
Vino_4033;6.8;0.27;17.8;0.034;116.0;0.9989;9.2;5
Vino_4034;7.5;0.26;5.7;0.021;125.0;0.99338;11.1;6
Vino_4035;6.8;0.27;17.8;0.034;116.0;0.9989;9.2;5
Vino_4036;6.4;0.2;7.4;0.032;172.0;0.99404;11.0;6
Vino_4037;7.3;0.33;1.4;0.041;177.0;0.99287;9.9;5
Vino_4038;7.3;0.34;1.4;0.044;176.0;0.99286;9.9;5
Vino_4039;6.4;0.29;1.0;0.06;120.0;0.9924;9.5;5
Vino_4040;6.1;1.1;4.4;0.033;109.0;0.99058;12.4;4
Vino_4041;6.3;0.24;1.6;0.052;185.0;0.9934;9.4;5
Vino_4042;6.2;0.24;7.9;0.053;149.0;0.99545;9.3;5
Vino_4043;7.4;0.16;15.5;0.05;135.0;0.9984;8.7;7
Vino_4044;7.4;0.16;15.5;0.05;135.0;0.9984;8.7;7
Vino_4045;7.4;0.16;15.5;0.05;135.0;0.9984;8.7;7
Vino_4046;7.4;0.16;15.5;0.05;135.0;0.9984;8.7;7
Vino_4047;7.2;0.17;17.55;0.05;154.0;0.99971;9.0;7
Vino_4048;6.9;0.19;13.5;0.038;118.0;0.99546;10.7;6
Vino_4049;6.9;0.19;13.5;0.038;118.0;0.99546;10.7;6
Vino_4050;6.8;0.16;1.3;0.034;98.0;0.99058;11.3;6
Vino_4051;7.4;0.16;15.5;0.05;135.0;0.9984;8.7;7
Vino_4052;6.8;0.3;11.6;0.028;97.0;0.99314;11.7;6
Vino_4053;6.2;0.24;7.9;0.053;149.0;0.99545;9.3;5
Vino_4054;7.4;0.16;15.5;0.05;135.0;0.9984;8.7;7
Vino_4055;7.2;0.17;17.55;0.05;154.0;0.99971;9.0;7
Vino_4056;6.8;0.3;11.6;0.028;97.0;0.99314;11.7;6
Vino_4057;6.5;0.43;13.15;0.032;131.0;0.99565;10.7;5
Vino_4058;6.6;0.17;1.9;0.036;110.0;0.99056;11.4;6
Vino_4059;6.9;0.19;13.5;0.038;118.0;0.99546;10.7;6
Vino_4060;6.8;0.16;1.3;0.034;98.0;0.99058;11.3;6
Vino_4061;6.4;0.41;6.1;0.048;70.0;0.99362;10.0;5
Vino_4062;6.4;0.41;6.1;0.048;70.0;0.99362;10.0;5
Vino_4063;7.4;0.36;1.9;0.036;119.0;0.99196;11.2;6
Vino_4064;6.1;0.17;1.9;0.09;130.0;0.99255;9.7;5
Vino_4065;5.5;0.28;1.6;0.032;85.0;0.99027;12.5;5
Vino_4066;6.6;0.5;11.3;0.029;110.0;0.99302;12.9;8
Vino_4067;7.1;0.44;8.4;0.057;160.0;0.99257;11.8;6
Vino_4068;6.9;0.38;8.3;0.062;166.0;0.99506;10.6;5
Vino_4069;7.1;0.44;8.4;0.057;160.0;0.99257;11.8;6
Vino_4070;6.2;0.24;12.2;0.049;133.0;0.9952;10.7;6
Vino_4071;6.1;0.28;8.0;0.048;162.0;0.99498;9.9;5
Vino_4072;7.6;0.26;1.3;0.048;76.0;0.9903;12.0;6
Vino_4073;7.5;0.16;12.7;0.043;163.0;0.99706;10.4;7
Vino_4074;6.5;0.36;1.3;0.054;107.0;0.99398;8.5;5
Vino_4075;6.6;0.35;10.5;0.06;82.0;0.99588;9.9;4
Vino_4076;5.7;0.25;12.5;0.049;120.0;0.99691;9.4;6
Vino_4077;7.4;0.37;9.6;0.05;134.0;0.99608;10.4;5
Vino_4078;5.7;0.25;1.5;0.044;108.0;0.99142;11.0;6
Vino_4079;5.8;0.23;1.5;0.044;110.0;0.99138;11.0;6
Vino_4080;5.4;0.265;7.8;0.052;91.0;0.99432;10.4;6
Vino_4081;5.7;0.25;10.8;0.05;116.0;0.99592;9.8;6
Vino_4082;5.7;0.25;12.5;0.049;106.0;0.99691;9.4;6
Vino_4083;5.9;0.23;8.6;0.046;142.0;0.99432;10.6;6
Vino_4084;6.2;0.3;1.2;0.052;185.0;0.99266;10.1;5
Vino_4085;6.5;0.33;14.5;0.048;96.0;0.99456;11.5;8
Vino_4086;7.4;0.26;3.7;0.048;73.0;0.9915;11.4;6
Vino_4087;7.0;0.2;1.1;0.058;93.0;0.99322;9.2;6
Vino_4088;6.5;0.21;1.1;0.059;101.0;0.9927;9.7;6
Vino_4089;7.3;0.25;3.8;0.047;79.0;0.99173;11.3;6
Vino_4090;6.8;0.27;4.6;0.098;127.0;0.99412;9.6;6
Vino_4091;6.7;0.24;10.2;0.07;179.0;0.99666;8.9;6
Vino_4092;6.4;0.14;7.9;0.057;82.0;0.99425;10.0;6
Vino_4093;6.4;0.5;2.4;0.059;112.0;0.99314;9.2;6
Vino_4094;6.6;0.41;10.7;0.11;103.0;0.99672;9.0;6
Vino_4095;6.4;0.25;4.9;0.03;98.0;0.99024;12.8;7
Vino_4096;6.6;0.41;10.7;0.11;103.0;0.99672;9.0;6
Vino_4097;8.0;0.25;1.1;0.054;136.0;0.99366;9.5;5
Vino_4098;6.4;0.14;7.9;0.057;82.0;0.99425;10.0;6
Vino_4099;6.6;0.21;5.6;0.046;140.0;0.99299;11.0;5
Vino_4100;6.4;0.5;2.4;0.059;112.0;0.99314;9.2;6
Vino_4101;6.3;0.29;14.2;0.037;99.0;0.99528;10.6;6
Vino_4102;6.9;0.37;9.5;0.057;166.0;0.99568;10.0;5
Vino_4103;6.9;0.37;9.5;0.057;166.0;0.99568;10.0;5
Vino_4104;5.7;0.31;4.1;0.03;86.0;0.99062;11.7;7
Vino_4105;6.9;0.45;4.7;0.035;80.0;0.99058;12.5;7
Vino_4106;6.9;0.3;1.4;0.039;122.0;0.99059;11.1;7
Vino_4107;5.3;0.23;0.9;0.041;141.0;0.99119;9.7;5
Vino_4108;6.8;0.3;20.3;0.037;150.0;0.99727;12.3;6
Vino_4109;6.7;0.28;3.5;0.035;105.0;0.99021;12.2;6
Vino_4110;5.0;0.255;2.7;0.043;153.0;0.99238;11.3;6
Vino_4111;7.6;0.4;1.2;0.053;193.0;0.99164;11.6;5
Vino_4112;5.5;0.21;1.2;0.04;75.0;0.99006;11.3;6
Vino_4113;6.0;0.2;2.0;0.041;95.0;0.99078;11.1;6
Vino_4114;6.1;0.17;1.1;0.041;92.0;0.99036;11.2;6
Vino_4115;7.5;0.21;1.5;0.046;107.0;0.99123;11.3;6
Vino_4116;7.3;0.26;1.2;0.041;94.0;0.98978;12.0;6
Vino_4117;6.2;0.35;18.1;0.069;158.0;0.99908;8.8;6
Vino_4118;6.2;0.35;18.1;0.069;158.0;0.99908;8.8;6
Vino_4119;6.5;0.43;3.6;0.046;143.0;0.99022;12.0;8
Vino_4120;6.5;0.4;3.5;0.046;147.0;0.99024;12.0;7
Vino_4121;7.4;0.28;12.1;0.049;122.0;0.9973;9.0;5
Vino_4122;6.3;0.23;17.45;0.054;151.0;0.99853;9.3;6
Vino_4123;6.2;0.34;12.1;0.059;171.0;0.99769;8.7;6
Vino_4124;6.6;0.44;3.0;0.095;75.0;0.98954;12.8;6
Vino_4125;6.0;0.13;1.6;0.052;72.0;0.98974;11.5;7
Vino_4126;6.3;0.17;5.7;0.048;147.0;0.99382;10.0;5
Vino_4127;6.3;0.18;5.6;0.047;147.0;0.99383;10.0;5
Vino_4128;6.7;0.31;6.8;0.059;215.0;0.99538;10.3;5
Vino_4129;6.6;0.33;15.6;0.054;227.0;0.99734;10.4;5
Vino_4130;6.3;0.34;6.0;0.02;68.0;0.98981;13.4;7
Vino_4131;6.8;0.29;1.8;0.032;130.0;0.99095;11.2;6
Vino_4132;7.4;0.31;8.6;0.048;206.0;0.9964;9.1;5
Vino_4133;7.4;0.31;8.6;0.048;206.0;0.9964;9.1;5
Vino_4134;5.7;0.25;11.5;0.04;120.0;0.99411;10.8;6
Vino_4135;6.8;0.27;7.8;0.038;89.0;0.9915;12.5;6
Vino_4136;5.9;0.26;2.4;0.046;132.0;0.99234;11.3;5
Vino_4137;5.9;0.65;5.0;0.035;128.0;0.99016;12.8;6
Vino_4138;7.4;0.31;8.6;0.048;206.0;0.9964;9.1;5
Vino_4139;6.6;0.23;1.5;0.041;72.0;0.98949;12.7;6
Vino_4140;6.8;0.18;5.4;0.054;143.0;0.99287;11.0;7
Vino_4141;6.8;0.28;11.9;0.052;149.0;0.99544;10.4;6
Vino_4142;6.8;0.28;11.9;0.052;149.0;0.99544;10.4;6
Vino_4143;5.9;0.27;9.0;0.051;136.0;0.9941;10.7;6
Vino_4144;6.1;0.25;10.0;0.055;131.0;0.994;10.9;6
Vino_4145;6.8;0.28;11.9;0.052;149.0;0.99544;10.4;6
Vino_4146;6.8;0.26;11.9;0.052;160.0;0.99546;10.4;6
Vino_4147;7.1;0.13;15.5;0.064;115.5;0.99737;9.7;7
Vino_4148;6.8;0.18;5.4;0.054;143.0;0.99287;11.0;7
Vino_4149;6.2;0.2;15.0;0.055;120.0;0.99767;9.6;6
Vino_4150;5.8;0.24;1.4;0.038;76.0;0.98711;13.9;7
Vino_4151;7.6;0.48;9.4;0.046;194.0;0.99714;9.4;5
Vino_4152;7.4;0.26;3.7;0.032;193.0;0.99134;12.5;6
Vino_4153;6.2;0.2;15.0;0.055;120.0;0.99767;9.6;6
Vino_4154;6.1;0.3;1.4;0.049;187.0;0.9927;9.5;5
Vino_4155;6.2;0.32;6.5;0.048;186.0;0.9948;9.6;5
Vino_4156;6.1;0.3;1.4;0.049;187.0;0.9927;9.5;5
Vino_4157;6.3;0.34;6.3;0.047;186.0;0.99481;9.6;5
Vino_4158;7.4;0.16;13.7;0.056;168.0;0.99825;8.7;7
Vino_4159;7.4;0.16;13.7;0.056;168.0;0.99825;8.7;7
Vino_4160;7.4;0.16;13.7;0.056;168.0;0.99825;8.7;7
Vino_4161;7.4;0.16;13.7;0.056;168.0;0.99825;8.7;7
Vino_4162;7.4;0.16;13.7;0.056;168.0;0.99825;8.7;7
Vino_4163;7.4;0.16;13.7;0.056;168.0;0.99825;8.7;7
Vino_4164;7.2;0.26;1.5;0.061;120.0;0.99192;10.4;5
Vino_4165;7.0;0.31;1.6;0.063;119.0;0.99184;10.7;5
Vino_4166;6.6;0.22;1.4;0.05;83.0;0.99019;12.0;7
Vino_4167;5.8;0.23;3.5;0.044;158.0;0.98998;12.1;7
Vino_4168;6.3;0.17;1.0;0.04;118.0;0.98886;13.1;8
Vino_4169;6.0;0.19;1.4;0.039;104.0;0.98998;12.4;6
Vino_4170;6.7;0.21;1.5;0.035;123.0;0.98949;12.6;7
Vino_4171;7.4;0.16;13.7;0.056;168.0;0.99825;8.7;7
Vino_4172;6.6;0.22;1.6;0.04;101.0;0.99009;12.0;5
Vino_4173;6.8;0.34;5.2;0.06;169.0;0.99252;11.6;6
Vino_4174;7.1;0.34;1.4;0.174;99.0;0.99288;9.3;5
Vino_4175;6.3;0.24;11.9;0.05;179.0;0.99659;9.3;6
Vino_4176;6.9;0.35;2.4;0.048;157.0;0.99133;11.1;7
Vino_4177;6.8;0.24;3.2;0.049;161.0;0.99324;10.2;6
Vino_4178;6.4;0.25;1.7;0.037;113.0;0.99164;10.6;6
Vino_4179;5.8;0.19;4.2;0.038;133.0;0.99107;11.3;7
Vino_4180;6.9;0.24;15.4;0.052;198.0;0.9986;9.4;5
Vino_4181;6.5;0.31;13.0;0.053;123.0;0.99708;9.3;6
Vino_4182;6.6;0.25;5.6;0.039;68.0;0.99163;11.1;6
Vino_4183;7.5;0.38;9.7;0.055;170.0;0.99605;9.9;6
Vino_4184;6.2;0.3;2.5;0.041;82.0;0.99065;11.8;7
Vino_4185;6.4;0.33;4.0;0.04;81.0;0.9903;12.6;7
Vino_4186;6.9;0.24;15.4;0.052;198.0;0.9986;9.4;5
Vino_4187;7.6;0.27;1.2;0.043;72.0;0.99236;10.5;5
Vino_4188;5.9;0.24;2.0;0.037;108.0;0.98948;12.3;6
Vino_4189;5.3;0.33;1.2;0.048;119.0;0.99045;11.3;6
Vino_4190;6.4;0.21;5.1;0.097;105.0;0.9939;9.6;5
Vino_4191;7.0;0.22;1.4;0.04;63.0;0.98985;12.0;6
Vino_4192;7.8;0.27;1.2;0.05;140.0;0.99138;11.2;5
Vino_4193;6.7;0.2;6.5;0.044;100.0;0.99348;10.2;6
Vino_4194;8.1;0.27;1.3;0.045;100.0;0.99066;12.4;6
Vino_4195;6.7;0.2;6.5;0.044;100.0;0.99348;10.2;6
Vino_4196;7.1;0.45;2.7;0.04;87.0;0.98862;13.4;8
Vino_4197;5.8;0.22;1.3;0.036;68.0;0.98865;12.6;6
Vino_4198;6.3;0.3;7.4;0.053;149.0;0.99472;9.8;5
Vino_4199;7.9;0.36;12.9;0.049;139.0;0.99792;9.1;5
Vino_4200;8.1;0.27;1.3;0.045;100.0;0.99066;12.4;6
Vino_4201;8.0;0.24;1.2;0.044;101.0;0.99035;12.5;6
Vino_4202;6.7;0.41;2.6;0.033;85.0;0.99086;11.7;6
Vino_4203;6.7;0.24;2.3;0.044;113.0;0.99013;12.9;6
Vino_4204;6.2;0.3;1.3;0.054;183.0;0.99266;10.1;5
Vino_4205;6.9;0.26;10.5;0.044;139.0;0.99517;10.3;6
Vino_4206;6.7;0.41;2.6;0.033;85.0;0.99086;11.7;6
Vino_4207;5.9;0.32;14.4;0.05;144.0;0.99666;10.3;6
Vino_4208;6.1;0.25;1.2;0.036;107.0;0.991;10.8;7
Vino_4209;5.6;0.23;3.1;0.023;89.0;0.99068;11.2;6
Vino_4210;6.6;0.23;1.7;0.024;102.0;0.99084;11.8;6
Vino_4211;6.0;0.17;6.0;0.05;134.0;0.9939;9.8;6
Vino_4212;7.1;0.38;11.8;0.041;193.0;0.99624;10.0;6
Vino_4213;6.6;0.31;6.2;0.052;164.0;0.99602;8.8;4
Vino_4214;6.5;0.38;1.4;0.142;69.0;0.9926;10.1;4
Vino_4215;7.0;0.44;12.1;0.056;210.0;0.99718;9.5;5
Vino_4216;7.0;0.44;12.1;0.056;210.0;0.99718;9.5;5
Vino_4217;7.0;0.44;12.1;0.056;210.0;0.99718;9.5;5
Vino_4218;6.1;0.38;3.9;0.06;113.0;0.99344;9.2;4
Vino_4219;8.0;0.33;4.6;0.041;180.0;0.99184;12.2;6
Vino_4220;7.0;0.44;12.1;0.056;210.0;0.99718;9.5;5
Vino_4221;6.0;0.19;1.2;0.046;92.0;0.99033;11.3;6
Vino_4222;6.3;0.28;8.1;0.038;129.0;0.99248;12.1;6
Vino_4223;6.1;0.38;3.9;0.06;113.0;0.99344;9.2;4
Vino_4224;5.3;0.43;1.1;0.029;51.0;0.99076;11.2;4
Vino_4225;5.4;0.22;6.5;0.029;87.0;0.99092;12.5;7
Vino_4226;6.2;0.345;10.1;0.056;187.0;0.99486;10.6;5
Vino_4227;5.6;0.255;10.7;0.056;171.0;0.99464;10.4;7
Vino_4228;5.2;0.2;3.2;0.047;93.0;0.99235;10.1;7
Vino_4229;6.2;0.29;12.4;0.048;201.0;0.99612;9.9;6
Vino_4230;6.3;0.26;5.2;0.046;133.0;0.99202;11.0;6
Vino_4231;6.0;0.22;5.0;0.045;122.0;0.99261;10.0;6
Vino_4232;7.5;0.35;2.5;0.066;89.0;0.98964;12.7;6
Vino_4233;6.6;0.39;9.2;0.036;92.0;0.99206;12.1;6
Vino_4234;6.3;0.23;6.9;0.052;118.0;0.9938;10.4;6
Vino_4235;6.3;0.22;2.0;0.05;120.0;0.99204;10.4;6
Vino_4236;6.4;0.29;15.0;0.04;116.0;0.99736;9.2;5
Vino_4237;6.4;0.29;15.0;0.04;116.0;0.99736;9.2;5
Vino_4238;7.5;0.23;1.2;0.03;80.0;0.99192;10.5;5
Vino_4239;6.4;0.29;15.0;0.04;116.0;0.99736;9.2;5
Vino_4240;5.7;0.28;1.8;0.041;90.0;0.99002;11.9;7
Vino_4241;6.5;0.26;10.8;0.042;130.0;0.996;10.1;6
Vino_4242;6.4;0.27;3.9;0.034;140.0;0.99237;11.1;6
Vino_4243;5.9;0.22;4.2;0.037;144.0;0.99214;10.8;7
Vino_4244;6.8;0.26;2.0;0.019;72.0;0.99041;11.8;6
Vino_4245;7.6;0.36;13.5;0.038;116.0;0.9982;9.2;5
Vino_4246;7.6;0.35;13.3;0.037;116.0;0.99822;9.2;5
Vino_4247;5.7;0.18;2.2;0.023;95.0;0.9893;12.3;6
Vino_4248;6.6;0.36;1.4;0.145;124.0;0.99274;10.1;6
Vino_4249;5.9;0.14;1.6;0.04;114.0;0.99105;11.4;6
Vino_4250;5.5;0.23;2.2;0.044;161.0;0.99209;10.4;6
Vino_4251;6.7;0.11;14.8;0.053;95.0;0.99676;9.8;6
Vino_4252;7.0;0.24;1.8;0.047;91.0;0.99251;9.9;6
Vino_4253;6.7;0.11;14.8;0.053;95.0;0.99676;9.8;6
Vino_4254;5.3;0.47;1.3;0.036;74.0;0.99082;11.2;4
Vino_4255;7.5;0.29;9.9;0.058;115.0;0.99567;10.9;5
Vino_4256;6.0;0.33;5.1;0.051;119.0;0.99416;9.2;5
Vino_4257;6.0;0.33;5.1;0.051;119.0;0.99416;9.2;5
Vino_4258;5.8;0.32;1.5;0.033;121.0;0.9887;12.0;5
Vino_4259;5.8;0.3;1.5;0.034;121.0;0.98871;12.1;6
Vino_4260;3.8;0.31;11.1;0.036;114.0;0.99248;12.4;6
Vino_4261;6.2;0.36;5.25;0.038;145.0;0.99184;11.2;6
Vino_4262;6.0;0.31;2.3;0.042;120.0;0.98952;12.7;7
Vino_4263;6.9;0.52;7.9;0.036;169.0;0.99267;12.2;6
Vino_4264;7.0;0.55;8.0;0.036;164.0;0.99269;12.2;6
Vino_4265;5.8;0.2;1.4;0.042;99.0;0.98912;12.2;6
Vino_4266;6.2;0.36;5.25;0.038;145.0;0.99184;11.2;6
Vino_4267;6.0;0.31;2.3;0.042;120.0;0.98952;12.7;7
Vino_4268;6.0;0.29;2.3;0.044;117.0;0.9895;12.7;7
Vino_4269;5.7;0.22;3.5;0.04;146.0;0.98999;12.1;6
Vino_4270;7.1;0.46;13.7;0.045;192.0;0.9981;9.4;5
Vino_4271;6.6;0.21;9.9;0.041;174.0;0.995;10.1;6
Vino_4272;6.9;0.42;15.4;0.043;201.0;0.99848;9.4;5
Vino_4273;5.7;0.22;16.0;0.044;113.0;0.99862;8.9;6
Vino_4274;5.7;0.22;16.0;0.044;113.0;0.99862;8.9;6
Vino_4275;5.7;0.22;16.0;0.044;113.0;0.99862;8.9;6
Vino_4276;5.7;0.22;16.0;0.044;113.0;0.99862;8.9;6
Vino_4277;5.2;0.31;2.4;0.027;117.0;0.98886;13.0;7
Vino_4278;7.2;0.22;5.5;0.054;183.0;0.99474;10.3;5
Vino_4279;5.6;0.18;2.3;0.04;47.0;0.99126;10.1;4
Vino_4280;6.2;0.24;16.8;0.04;129.0;0.99691;10.5;6
Vino_4281;5.7;0.22;16.0;0.044;113.0;0.99862;8.9;6
Vino_4282;5.7;0.26;17.8;0.059;124.0;0.99773;10.1;5
Vino_4283;5.7;0.26;17.8;0.059;124.0;0.99773;10.1;5
Vino_4284;6.0;0.2;6.8;0.049;93.0;0.9928;11.0;6
Vino_4285;6.0;0.2;6.8;0.049;93.0;0.9928;11.0;6
Vino_4286;6.0;0.2;6.8;0.049;93.0;0.9928;11.0;6
Vino_4287;6.0;0.2;6.8;0.049;93.0;0.9928;11.0;6
Vino_4288;7.6;0.28;1.6;0.046;117.0;0.99288;10.0;5
Vino_4289;7.0;0.2;4.7;0.03;76.0;0.99202;10.5;6
Vino_4290;6.6;0.26;11.8;0.048;112.0;0.99606;9.7;6
Vino_4291;5.7;0.26;17.8;0.059;124.0;0.99773;10.1;5
Vino_4292;7.2;0.21;15.7;0.045;183.0;0.99922;9.4;5
Vino_4293;6.9;0.22;5.8;0.041;119.0;0.99296;11.2;6
Vino_4294;7.2;0.21;15.7;0.045;183.0;0.99922;9.4;5
Vino_4295;7.4;0.22;9.0;0.046;121.0;0.99468;10.8;5
Vino_4296;7.2;0.21;15.7;0.045;183.0;0.99922;9.4;5
Vino_4297;6.9;0.22;5.8;0.041;119.0;0.99296;11.2;6
Vino_4298;7.0;0.2;8.8;0.037;103.0;0.99388;11.0;6
Vino_4299;5.6;0.26;10.2;0.038;111.0;0.99315;12.4;6
Vino_4300;6.3;0.28;6.6;0.208;154.0;0.99478;9.4;6
Vino_4301;6.4;0.29;6.5;0.209;156.0;0.99478;9.4;5
Vino_4302;7.2;0.34;8.9;0.105;155.0;0.99692;9.5;5
Vino_4303;7.1;0.39;11.1;0.034;204.0;0.99616;10.0;6
Vino_4304;6.9;0.26;4.2;0.043;114.0;0.9902;12.5;6
Vino_4305;6.1;0.24;1.6;0.044;115.0;0.9921;10.9;6
Vino_4306;5.9;0.25;7.4;0.044;113.0;0.99462;10.5;6
Vino_4307;6.1;0.24;11.5;0.05;133.0;0.99476;10.8;6
Vino_4308;6.5;0.22;1.6;0.039;116.0;0.99178;11.0;7
Vino_4309;6.2;0.26;2.0;0.036;87.0;0.99081;11.8;6
Vino_4310;6.6;0.34;4.8;0.038;121.0;0.99198;12.6;6
Vino_4311;5.6;0.225;9.8;0.054;140.0;0.99545;10.2;6
