make;model;year;engine_fuel_type;engine_hp;engine_cylinders;transmission_type;vehicle_style;highway_mpg;city_mpg;msrp;car_id
Hyundai;Scoupe;1995;regular unleaded;115.0;4.0;MANUAL;Coupe;30;23;2000;Hyundai Scoupe 1995
Chrysler;Sebring;2008;regular unleaded;235.0;6.0;AUTOMATIC;Convertible;26;16;32715;Chrysler Sebring 2008
Chrysler;Sebring;2009;regular unleaded;173.0;4.0;AUTOMATIC;Sedan;30;21;25920;Chrysler Sebring 2009
Chrysler;Sebring;2010;regular unleaded;235.0;6.0;AUTOMATIC;Convertible;27;16;32710;Chrysler Sebring 2010
Kia;Sedona;2015;regular unleaded;276.0;6.0;AUTOMATIC;Passenger Minivan;25;18;36300;Kia Sedona 2015
Kia;Sedona;2016;regular unleaded;276.0;6.0;AUTOMATIC;Passenger Minivan;24;18;28500;Kia Sedona 2016
Kia;Sedona;2017;regular unleaded;276.0;6.0;AUTOMATIC;Passenger Minivan;22;17;41900;Kia Sedona 2017
Nissan;Sentra;2015;regular unleaded;130.0;4.0;AUTOMATIC;Sedan;39;30;20720;Nissan Sentra 2015
Nissan;Sentra;2016;regular unleaded;130.0;4.0;AUTOMATIC;Sedan;38;29;22170;Nissan Sentra 2016
Nissan;Sentra;2017;regular unleaded;124.0;4.0;AUTOMATIC;Sedan;37;29;21500;Nissan Sentra 2017
Kia;Sephia;1999;regular unleaded;125.0;4.0;MANUAL;Sedan;28;21;2000;Kia Sephia 1999
Kia;Sephia;2000;regular unleaded;125.0;4.0;MANUAL;Sedan;26;20;2000;Kia Sephia 2000
Kia;Sephia;2001;regular unleaded;125.0;4.0;MANUAL;Sedan;28;22;10845;Kia Sephia 2001
Toyota;Sequoia;2015;regular unleaded;381.0;8.0;AUTOMATIC;4dr SUV;17;13;64320;Toyota Sequoia 2015
Toyota;Sequoia;2016;regular unleaded;381.0;8.0;AUTOMATIC;4dr SUV;17;13;61855;Toyota Sequoia 2016
Toyota;Sequoia;2017;regular unleaded;381.0;8.0;AUTOMATIC;4dr SUV;17;13;48685;Toyota Sequoia 2017
Cadillac;Seville;2002;regular unleaded;275.0;8.0;AUTOMATIC;Sedan;25;16;44399;Cadillac Seville 2002
Cadillac;Seville;2003;regular unleaded;300.0;8.0;AUTOMATIC;Sedan;25;16;51650;Cadillac Seville 2003
Cadillac;Seville;2004;regular unleaded;275.0;8.0;AUTOMATIC;Sedan;24;16;45975;Cadillac Seville 2004
Dodge;Shadow;1992;regular unleaded;93.0;4.0;MANUAL;2dr Hatchback;29;23;2000;Dodge Shadow 1992
Dodge;Shadow;1993;regular unleaded;93.0;4.0;MANUAL;2dr Hatchback;29;23;2000;Dodge Shadow 1993
Dodge;Shadow;1994;regular unleaded;100.0;4.0;MANUAL;2dr Hatchback;27;21;2000;Dodge Shadow 1994
Ford;Shelby GT350;2015;premium unleaded (recommended);526.0;8.0;MANUAL;Coupe;21;14;61295;Ford Shelby GT350 2015
Ford;Shelby GT350;2016;premium unleaded (recommended);526.0;8.0;MANUAL;Coupe;21;15;61295;Ford Shelby GT350 2016
Ford;Shelby GT350;2017;premium unleaded (recommended);526.0;8.0;MANUAL;Coupe;21;15;61795;Ford Shelby GT350 2017
Ford;Shelby GT500;2012;premium unleaded (required);550.0;8.0;MANUAL;Coupe;23;15;48810;Ford Shelby GT500 2012
Ford;Shelby GT500;2013;premium unleaded (required);662.0;8.0;MANUAL;Convertible;24;15;59200;Ford Shelby GT500 2013
Ford;Shelby GT500;2014;premium unleaded (required);662.0;8.0;MANUAL;Coupe;24;15;55110;Ford Shelby GT500 2014
Suzuki;Sidekick;1996;regular unleaded;120.0;4.0;MANUAL;4dr SUV;23;20;2000;Suzuki Sidekick 1996
Suzuki;Sidekick;1997;regular unleaded;95.0;4.0;MANUAL;4dr SUV;24;21;2000;Suzuki Sidekick 1997
Suzuki;Sidekick;1998;regular unleaded;95.0;4.0;MANUAL;Convertible SUV;24;21;2000;Suzuki Sidekick 1998
Toyota;Sienna;2015;regular unleaded;266.0;6.0;AUTOMATIC;Passenger Minivan;23;16;42880;Toyota Sienna 2015
Toyota;Sienna;2016;regular unleaded;266.0;6.0;AUTOMATIC;Passenger Minivan;23;16;34180;Toyota Sienna 2016
Toyota;Sienna;2017;regular unleaded;296.0;6.0;AUTOMATIC;Passenger Minivan;27;19;29750;Toyota Sienna 2017
GMC;Sierra 1500 Classic;2007;flex-fuel (unleaded/E85);295.0;8.0;AUTOMATIC;Crew Cab Pickup;19;14;30930;GMC Sierra 1500 Classic 2007
GMC;Sierra 1500 Hybrid;2011;regular unleaded;332.0;8.0;AUTOMATIC;Crew Cab Pickup;23;20;45425;GMC Sierra 1500 Hybrid 2011
GMC;Sierra 1500 Hybrid;2012;regular unleaded;332.0;8.0;AUTOMATIC;Crew Cab Pickup;23;20;46790;GMC Sierra 1500 Hybrid 2012
GMC;Sierra 1500 Hybrid;2013;regular unleaded;332.0;8.0;AUTOMATIC;Crew Cab Pickup;23;20;51935;GMC Sierra 1500 Hybrid 2013
GMC;Sierra 1500;2015;regular unleaded;355.0;8.0;AUTOMATIC;Crew Cab Pickup;23;16;43360;GMC Sierra 1500 2015
GMC;Sierra 1500;2016;regular unleaded;355.0;8.0;AUTOMATIC;Crew Cab Pickup;22;16;54240;GMC Sierra 1500 2016
GMC;Sierra 1500;2017;regular unleaded;355.0;8.0;AUTOMATIC;Crew Cab Pickup;23;16;44840;GMC Sierra 1500 2017
GMC;Sierra 1500HD;2006;regular unleaded;300.0;8.0;AUTOMATIC;Crew Cab Pickup;16;13;34640;GMC Sierra 1500HD 2006
GMC;Sierra C3;2001;regular unleaded;325.0;8.0;AUTOMATIC;Extended Cab Pickup;13;10;38370;GMC Sierra C3 2001
GMC;Sierra Classic 1500;1999;regular unleaded;200.0;8.0;AUTOMATIC;Extended Cab Pickup;17;13;4439;GMC Sierra Classic 1500 1999
Mitsubishi;Sigma;1990;regular unleaded;142.0;6.0;AUTOMATIC;Sedan;20;16;2000;Mitsubishi Sigma 1990
Oldsmobile;Silhouette;2002;regular unleaded;185.0;6.0;AUTOMATIC;Passenger Minivan;22;16;35970;Oldsmobile Silhouette 2002
Oldsmobile;Silhouette;2003;regular unleaded;185.0;6.0;AUTOMATIC;Passenger Minivan;24;17;33740;Oldsmobile Silhouette 2003
Oldsmobile;Silhouette;2004;regular unleaded;185.0;6.0;AUTOMATIC;Passenger Minivan;22;16;36795;Oldsmobile Silhouette 2004
Rolls-Royce;Silver Seraph;2001;premium unleaded (required);322.0;12.0;AUTOMATIC;Sedan;15;11;219900;Rolls-Royce Silver Seraph 2001
Rolls-Royce;Silver Seraph;2002;premium unleaded (required);322.0;12.0;AUTOMATIC;Sedan;15;11;229990;Rolls-Royce Silver Seraph 2002
Chevrolet;Silverado 1500 Classic;2007;regular unleaded;285.0;8.0;AUTOMATIC;Regular Cab Pickup;18;14;26685;Chevrolet Silverado 1500 Classic 2007
Chevrolet;Silverado 1500 Hybrid;2011;regular unleaded;332.0;8.0;AUTOMATIC;Crew Cab Pickup;23;20;48205;Chevrolet Silverado 1500 Hybrid 2011
Chevrolet;Silverado 1500 Hybrid;2012;regular unleaded;332.0;8.0;AUTOMATIC;Crew Cab Pickup;23;20;42840;Chevrolet Silverado 1500 Hybrid 2012
Chevrolet;Silverado 1500 Hybrid;2013;regular unleaded;332.0;8.0;AUTOMATIC;Crew Cab Pickup;23;20;51490;Chevrolet Silverado 1500 Hybrid 2013
Chevrolet;Silverado 1500;2015;regular unleaded;355.0;8.0;AUTOMATIC;Crew Cab Pickup;22;16;46110;Chevrolet Silverado 1500 2015
Chevrolet;Silverado 1500;2016;flex-fuel (unleaded/E85);285.0;6.0;AUTOMATIC;Extended Cab Pickup;24;18;35825;Chevrolet Silverado 1500 2016
Chevrolet;Silverado 1500;2017;flex-fuel (unleaded/E85);285.0;6.0;AUTOMATIC;Crew Cab Pickup;24;18;36035;Chevrolet Silverado 1500 2017
Cadillac;Sixty Special;1993;regular unleaded;200.0;8.0;AUTOMATIC;Sedan;23;15;2000;Cadillac Sixty Special 1993
Buick;Skylark;1996;regular unleaded;150.0;4.0;AUTOMATIC;Coupe;29;19;2000;Buick Skylark 1996
Buick;Skylark;1997;regular unleaded;155.0;6.0;AUTOMATIC;Sedan;26;18;2000;Buick Skylark 1997
Buick;Skylark;1998;regular unleaded;150.0;4.0;AUTOMATIC;Sedan;30;19;2000;Buick Skylark 1998
Mercedes-Benz;SL-Class;2015;premium unleaded (required);329.0;6.0;AUTOMATIC;Convertible;27;20;84000;Mercedes-Benz SL-Class 2015
Mercedes-Benz;SL-Class;2016;premium unleaded (required);449.0;8.0;AUTOMATIC;Convertible;24;17;108050;Mercedes-Benz SL-Class 2016
Mercedes-Benz;SL-Class;2017;premium unleaded (required);449.0;8.0;AUTOMATIC;Convertible;25;17;110800;Mercedes-Benz SL-Class 2017
Mercedes-Benz;SLC-Class;2017;premium unleaded (required);362.0;6.0;AUTOMATIC;Convertible;29;20;60300;Mercedes-Benz SLC-Class 2017
Mercedes-Benz;SLK-Class;2014;premium unleaded (required);302.0;6.0;AUTOMATIC;Convertible;29;21;56225;Mercedes-Benz SLK-Class 2014
Mercedes-Benz;SLK-Class;2015;premium unleaded (required);201.0;4.0;MANUAL;Convertible;32;22;43950;Mercedes-Benz SLK-Class 2015
Mercedes-Benz;SLK-Class;2016;premium unleaded (required);302.0;6.0;AUTOMATIC;Convertible;29;21;59200;Mercedes-Benz SLK-Class 2016
Mercedes-Benz;SLR McLaren;2007;premium unleaded (required);641.0;8.0;AUTOMATIC;Coupe;16;11;480000;Mercedes-Benz SLR McLaren 2007
Mercedes-Benz;SLR McLaren;2008;premium unleaded (required);617.0;8.0;AUTOMATIC;Convertible;16;12;495000;Mercedes-Benz SLR McLaren 2008
Mercedes-Benz;SLR McLaren;2009;premium unleaded (required);617.0;8.0;AUTOMATIC;Convertible;16;12;495000;Mercedes-Benz SLR McLaren 2009
Mercedes-Benz;SLS AMG GT Final Edition;2015;premium unleaded (required);583.0;8.0;AUTOMATED_MANUAL;Coupe;19;13;221580;Mercedes-Benz SLS AMG GT Final Edition 2015
Mercedes-Benz;SLS AMG GT;2013;premium unleaded (required);583.0;8.0;AUTOMATED_MANUAL;Coupe;19;13;199500;Mercedes-Benz SLS AMG GT 2013
Mercedes-Benz;SLS AMG GT;2014;premium unleaded (required);622.0;8.0;AUTOMATED_MANUAL;Coupe;17;13;275000;Mercedes-Benz SLS AMG GT 2014
Mercedes-Benz;SLS AMG;2011;premium unleaded (required);563.0;8.0;AUTOMATED_MANUAL;Coupe;20;14;183000;Mercedes-Benz SLS AMG 2011
Mercedes-Benz;SLS AMG;2012;premium unleaded (required);563.0;8.0;AUTOMATED_MANUAL;Coupe;20;14;189600;Mercedes-Benz SLS AMG 2012
Acura;SLX;1997;regular unleaded;190.0;6.0;AUTOMATIC;4dr SUV;17;13;2397;Acura SLX 1997
Acura;SLX;1998;regular unleaded;215.0;6.0;AUTOMATIC;4dr SUV;18;13;2816;Acura SLX 1998
Acura;SLX;1999;regular unleaded;215.0;6.0;AUTOMATIC;4dr SUV;18;13;2934;Acura SLX 1999
Pontiac;Solstice;2007;regular unleaded;177.0;4.0;MANUAL;Convertible;26;17;21515;Pontiac Solstice 2007
Pontiac;Solstice;2008;regular unleaded;173.0;4.0;MANUAL;Convertible;25;19;22455;Pontiac Solstice 2008
Pontiac;Solstice;2009;premium unleaded (recommended);173.0;4.0;MANUAL;Convertible;25;19;24275;Pontiac Solstice 2009
Hyundai;Sonata Hybrid;2015;regular unleaded;199.0;4.0;AUTOMATIC;Sedan;40;36;26000;Hyundai Sonata Hybrid 2015
Hyundai;Sonata Hybrid;2016;regular unleaded;193.0;4.0;AUTOMATIC;Sedan;44;40;26000;Hyundai Sonata Hybrid 2016
Hyundai;Sonata Hybrid;2017;regular unleaded;193.0;4.0;AUTOMATIC;Sedan;45;39;26000;Hyundai Sonata Hybrid 2017
Hyundai;Sonata;2015;regular unleaded;185.0;4.0;AUTOMATIC;Sedan;35;24;23175;Hyundai Sonata 2015
Hyundai;Sonata;2016;regular unleaded;245.0;4.0;AUTOMATIC;Sedan;32;23;28925;Hyundai Sonata 2016
Hyundai;Sonata;2017;regular unleaded;185.0;4.0;AUTOMATIC;Sedan;36;25;21600;Hyundai Sonata 2017
Chevrolet;Sonic;2015;regular unleaded;138.0;4.0;AUTOMATIC;Sedan;35;25;15495;Chevrolet Sonic 2015
Chevrolet;Sonic;2016;regular unleaded;138.0;4.0;MANUAL;Sedan;35;26;16155;Chevrolet Sonic 2016
Chevrolet;Sonic;2017;regular unleaded;138.0;4.0;AUTOMATIC;Sedan;34;24;18170;Chevrolet Sonic 2017
GMC;Sonoma;2002;regular unleaded;190.0;6.0;AUTOMATIC;Regular Cab Pickup;20;15;16538;GMC Sonoma 2002
GMC;Sonoma;2003;flex-fuel (unleaded/E85);120.0;4.0;MANUAL;Regular Cab Pickup;25;19;14770;GMC Sonoma 2003
Kia;Sorento;2015;regular unleaded;290.0;6.0;AUTOMATIC;4dr SUV;24;18;38500;Kia Sorento 2015
Kia;Sorento;2016;regular unleaded;290.0;6.0;AUTOMATIC;4dr SUV;26;18;38300;Kia Sorento 2016
Kia;Sorento;2017;regular unleaded;185.0;4.0;AUTOMATIC;4dr SUV;25;21;28500;Kia Sorento 2017
Kia;Soul;2014;regular unleaded;130.0;4.0;AUTOMATIC;Wagon;30;24;16900;Kia Soul 2014
Kia;Soul;2015;regular unleaded;130.0;4.0;MANUAL;Wagon;30;24;15190;Kia Soul 2015
Kia;Soul;2016;regular unleaded;130.0;4.0;AUTOMATIC;Wagon;30;24;17400;Kia Soul 2016
Chevrolet;Spark EV;2014;electric;140.0;0.0;DIRECT_DRIVE;4dr Hatchback;109;128;26685;Chevrolet Spark EV 2014
Chevrolet;Spark EV;2015;electric;140.0;0.0;DIRECT_DRIVE;4dr Hatchback;109;128;25170;Chevrolet Spark EV 2015
Chevrolet;Spark EV;2016;electric;140.0;0.0;DIRECT_DRIVE;4dr Hatchback;109;128;25510;Chevrolet Spark EV 2016
Chevrolet;Spark;2015;regular unleaded;84.0;4.0;MANUAL;4dr Hatchback;39;31;14040;Chevrolet Spark 2015
Chevrolet;Spark;2016;regular unleaded;98.0;4.0;MANUAL;4dr Hatchback;41;30;14685;Chevrolet Spark 2016
Chevrolet;Spark;2017;regular unleaded;98.0;4.0;MANUAL;4dr Hatchback;38;29;16325;Chevrolet Spark 2017
Kia;Spectra;2007;regular unleaded;138.0;4.0;MANUAL;Sedan;30;23;12895;Kia Spectra 2007
Kia;Spectra;2008;regular unleaded;138.0;4.0;AUTOMATIC;Sedan;32;24;15895;Kia Spectra 2008
Kia;Spectra;2009;regular unleaded;138.0;4.0;MANUAL;Sedan;30;23;13550;Kia Spectra 2009
Dodge;Spirit;1993;regular unleaded;101.0;4.0;MANUAL;Sedan;29;22;2000;Dodge Spirit 1993
Dodge;Spirit;1994;regular unleaded;100.0;4.0;AUTOMATIC;Sedan;25;19;2000;Dodge Spirit 1994
Dodge;Spirit;1995;regular unleaded;100.0;4.0;AUTOMATIC;Sedan;26;19;2000;Dodge Spirit 1995
Kia;Sportage;2015;regular unleaded;182.0;4.0;AUTOMATIC;4dr SUV;28;21;21900;Kia Sportage 2015
Kia;Sportage;2016;regular unleaded;182.0;4.0;AUTOMATIC;4dr SUV;26;19;23650;Kia Sportage 2016
Kia;Sportage;2017;regular unleaded;181.0;4.0;AUTOMATIC;4dr SUV;25;21;27000;Kia Sportage 2017
Chevrolet;Sportvan;1994;regular unleaded;200.0;8.0;AUTOMATIC;Passenger Van;16;11;2000;Chevrolet Sportvan 1994
Chevrolet;Sportvan;1995;regular unleaded;163.0;6.0;AUTOMATIC;Passenger Van;15;13;2000;Chevrolet Sportvan 1995
Maserati;Spyder;2003;premium unleaded (required);390.0;8.0;MANUAL;Convertible;15;10;85542;Maserati Spyder 2003
Maserati;Spyder;2004;premium unleaded (required);390.0;8.0;AUTOMATED_MANUAL;Convertible;16;10;89622;Maserati Spyder 2004
Maserati;Spyder;2005;premium unleaded (required);385.0;8.0;MANUAL;Convertible;15;10;87252;Maserati Spyder 2005
Audi;SQ5;2015;premium unleaded (required);354.0;6.0;AUTOMATIC;4dr SUV;24;17;52700;Audi SQ5 2015
Audi;SQ5;2016;premium unleaded (required);354.0;6.0;AUTOMATIC;4dr SUV;24;17;53300;Audi SQ5 2016
Audi;SQ5;2017;premium unleaded (required);354.0;6.0;AUTOMATIC;4dr SUV;24;17;60800;Audi SQ5 2017
Dodge;SRT Viper;2013;premium unleaded (required);640.0;10.0;MANUAL;Coupe;19;12;97395;Dodge SRT Viper 2013
Dodge;SRT Viper;2014;premium unleaded (required);640.0;10.0;MANUAL;Coupe;19;12;107385;Dodge SRT Viper 2014
Cadillac;SRX;2014;regular unleaded;308.0;6.0;AUTOMATIC;4dr SUV;23;16;48065;Cadillac SRX 2014
Cadillac;SRX;2015;regular unleaded;308.0;6.0;AUTOMATIC;4dr SUV;24;17;48920;Cadillac SRX 2015
Cadillac;SRX;2016;regular unleaded;308.0;6.0;AUTOMATIC;4dr SUV;24;17;37605;Cadillac SRX 2016
Chevrolet;SS;2014;premium unleaded (recommended);415.0;8.0;AUTOMATIC;Sedan;21;14;43475;Chevrolet SS 2014
Chevrolet;SS;2015;premium unleaded (recommended);415.0;8.0;AUTOMATIC;Sedan;21;14;45745;Chevrolet SS 2015
Chevrolet;SS;2016;premium unleaded (recommended);415.0;8.0;AUTOMATIC;Sedan;20;14;46575;Chevrolet SS 2016
Chevrolet;SSR;2004;regular unleaded;300.0;8.0;AUTOMATIC;Regular Cab Pickup;18;14;41620;Chevrolet SSR 2004
Chevrolet;SSR;2005;regular unleaded;395.0;8.0;AUTOMATIC;Regular Cab Pickup;18;14;42555;Chevrolet SSR 2005
Chevrolet;SSR;2006;regular unleaded;395.0;8.0;AUTOMATIC;Regular Cab Pickup;18;14;39240;Chevrolet SSR 2006
Nissan;Stanza;1990;regular unleaded;138.0;4.0;MANUAL;Sedan;26;19;2000;Nissan Stanza 1990
Nissan;Stanza;1991;regular unleaded;138.0;4.0;MANUAL;Sedan;26;19;2000;Nissan Stanza 1991
Nissan;Stanza;1992;regular unleaded;138.0;4.0;AUTOMATIC;Sedan;25;18;2000;Nissan Stanza 1992
Dodge;Stealth;1994;regular unleaded;320.0;6.0;MANUAL;Coupe;22;16;2823;Dodge Stealth 1994
Dodge;Stealth;1995;regular unleaded;222.0;6.0;MANUAL;Coupe;23;17;2575;Dodge Stealth 1995
Dodge;Stealth;1996;regular unleaded;222.0;6.0;MANUAL;Coupe;23;17;3044;Dodge Stealth 1996
Dodge;Stratus;2004;regular unleaded;200.0;6.0;AUTOMATIC;Sedan;26;19;21975;Dodge Stratus 2004
Dodge;Stratus;2005;regular unleaded;200.0;6.0;AUTOMATIC;Sedan;25;19;21735;Dodge Stratus 2005
Dodge;Stratus;2006;regular unleaded;200.0;6.0;AUTOMATIC;Sedan;25;19;23755;Dodge Stratus 2006
Cadillac;STS-V;2007;premium unleaded (required);469.0;8.0;AUTOMATIC;Sedan;19;12;75010;Cadillac STS-V 2007
Cadillac;STS-V;2008;premium unleaded (required);469.0;8.0;AUTOMATIC;Sedan;19;13;78775;Cadillac STS-V 2008
Cadillac;STS-V;2009;premium unleaded (required);469.0;8.0;AUTOMATIC;Sedan;19;13;81795;Cadillac STS-V 2009
Cadillac;STS;2009;premium unleaded (required);320.0;8.0;AUTOMATIC;Sedan;24;15;56345;Cadillac STS 2009
Cadillac;STS;2010;regular unleaded;302.0;6.0;AUTOMATIC;Sedan;27;18;55945;Cadillac STS 2010
Cadillac;STS;2011;regular unleaded;302.0;6.0;AUTOMATIC;Sedan;27;18;47280;Cadillac STS 2011
Chevrolet;Suburban;2015;flex-fuel (unleaded/E85);355.0;8.0;AUTOMATIC;4dr SUV;23;16;54205;Chevrolet Suburban 2015
Chevrolet;Suburban;2016;flex-fuel (unleaded/E85);355.0;8.0;AUTOMATIC;4dr SUV;23;16;54730;Chevrolet Suburban 2016
Chevrolet;Suburban;2017;flex-fuel (unleaded/E85);355.0;8.0;AUTOMATIC;4dr SUV;22;15;58045;Chevrolet Suburban 2017
GMC;Suburban;1997;regular unleaded;255.0;8.0;AUTOMATIC;4dr SUV;17;12;2468;GMC Suburban 1997
GMC;Suburban;1998;regular unleaded;255.0;8.0;AUTOMATIC;4dr SUV;17;12;2790;GMC Suburban 1998
GMC;Suburban;1999;regular unleaded;255.0;8.0;AUTOMATIC;4dr SUV;17;12;3420;GMC Suburban 1999
Pontiac;Sunbird;1992;regular unleaded;111.0;4.0;MANUAL;Coupe;32;22;2000;Pontiac Sunbird 1992
Pontiac;Sunbird;1993;regular unleaded;110.0;4.0;MANUAL;Coupe;32;22;2000;Pontiac Sunbird 1993
Pontiac;Sunbird;1994;regular unleaded;110.0;4.0;MANUAL;Sedan;32;22;2000;Pontiac Sunbird 1994
Plymouth;Sundance;1992;regular unleaded;100.0;4.0;MANUAL;4dr Hatchback;29;20;2000;Plymouth Sundance 1992
Plymouth;Sundance;1993;regular unleaded;100.0;4.0;MANUAL;2dr Hatchback;29;22;2000;Plymouth Sundance 1993
Plymouth;Sundance;1994;regular unleaded;100.0;4.0;MANUAL;4dr Hatchback;27;21;2000;Plymouth Sundance 1994
Pontiac;Sunfire;2003;regular unleaded;140.0;4.0;MANUAL;Coupe;30;22;14930;Pontiac Sunfire 2003
Pontiac;Sunfire;2004;regular unleaded;140.0;4.0;MANUAL;Coupe;33;23;10895;Pontiac Sunfire 2004
Pontiac;Sunfire;2005;regular unleaded;140.0;4.0;MANUAL;Coupe;32;23;15205;Pontiac Sunfire 2005
Ferrari;Superamerica;2005;premium unleaded (required);532.0;12.0;MANUAL;Convertible;15;9;281170;Ferrari Superamerica 2005
Bentley;Supersports Convertible ISR;2013;flex-fuel (premium unleaded required/E85);631.0;12.0;AUTOMATIC;Convertible;19;12;291900;Bentley Supersports Convertible ISR 2013
Toyota;Supra;1996;regular unleaded;320.0;6.0;AUTOMATIC;Coupe;22;16;18255;Toyota Supra 1996
Toyota;Supra;1997;regular unleaded;320.0;6.0;MANUAL;Coupe;22;15;22001;Toyota Supra 1997
Toyota;Supra;1998;regular unleaded;225.0;6.0;MANUAL;Coupe;22;17;20596;Toyota Supra 1998
Subaru;SVX;1995;regular unleaded;230.0;6.0;AUTOMATIC;Coupe;23;15;2000;Subaru SVX 1995
Subaru;SVX;1996;regular unleaded;230.0;6.0;AUTOMATIC;Coupe;22;15;2472;Subaru SVX 1996
Subaru;SVX;1997;regular unleaded;230.0;6.0;AUTOMATIC;Coupe;22;15;2749;Subaru SVX 1997
Suzuki;Swift;1999;regular unleaded;79.0;4.0;MANUAL;2dr Hatchback;39;33;2000;Suzuki Swift 1999
Suzuki;Swift;2000;regular unleaded;79.0;4.0;MANUAL;2dr Hatchback;38;31;2000;Suzuki Swift 2000
Suzuki;Swift;2001;regular unleaded;79.0;4.0;AUTOMATIC;2dr Hatchback;31;26;9949;Suzuki Swift 2001
Suzuki;SX4;2011;regular unleaded;150.0;4.0;MANUAL;4dr Hatchback;30;22;16599;Suzuki SX4 2011
Suzuki;SX4;2012;regular unleaded;150.0;4.0;MANUAL;4dr Hatchback;30;22;16799;Suzuki SX4 2012
Suzuki;SX4;2013;regular unleaded;150.0;4.0;MANUAL;4dr Hatchback;30;22;19349;Suzuki SX4 2013
GMC;Syclone;1991;regular unleaded;280.0;6.0;AUTOMATIC;Regular Cab Pickup;16;13;5667;GMC Syclone 1991
Toyota;T100;1996;regular unleaded;190.0;6.0;MANUAL;Extended Cab Pickup;20;15;2563;Toyota T100 1996
Toyota;T100;1997;regular unleaded;190.0;6.0;MANUAL;Extended Cab Pickup;17;15;3143;Toyota T100 1997
Toyota;T100;1998;regular unleaded;150.0;4.0;MANUAL;Regular Cab Pickup;22;17;2540;Toyota T100 1998
Toyota;Tacoma;2015;regular unleaded;236.0;6.0;MANUAL;Crew Cab Pickup;19;15;27355;Toyota Tacoma 2015
Toyota;Tacoma;2016;regular unleaded;159.0;4.0;MANUAL;Extended Cab Pickup;21;19;25185;Toyota Tacoma 2016
Toyota;Tacoma;2017;regular unleaded;278.0;6.0;AUTOMATIC;Crew Cab Pickup;23;18;35315;Toyota Tacoma 2017
Chevrolet;Tahoe Hybrid;2011;regular unleaded;332.0;8.0;AUTOMATIC;4dr SUV;23;20;51145;Chevrolet Tahoe Hybrid 2011
Chevrolet;Tahoe Hybrid;2012;regular unleaded;332.0;8.0;AUTOMATIC;4dr SUV;23;20;54775;Chevrolet Tahoe Hybrid 2012
Chevrolet;Tahoe Hybrid;2013;regular unleaded;332.0;8.0;AUTOMATIC;4dr SUV;23;20;56425;Chevrolet Tahoe Hybrid 2013
Chevrolet;Tahoe Limited/Z71;2000;regular unleaded;255.0;8.0;AUTOMATIC;4dr SUV;15;11;3465;Chevrolet Tahoe Limited/Z71 2000
Chevrolet;Tahoe;2015;flex-fuel (unleaded/E85);355.0;8.0;AUTOMATIC;4dr SUV;22;16;54505;Chevrolet Tahoe 2015
Chevrolet;Tahoe;2016;flex-fuel (unleaded/E85);355.0;8.0;AUTOMATIC;4dr SUV;22;16;64740;Chevrolet Tahoe 2016
Chevrolet;Tahoe;2017;flex-fuel (unleaded/E85);355.0;8.0;AUTOMATIC;4dr SUV;22;16;50215;Chevrolet Tahoe 2017
Ford;Taurus X;2008;regular unleaded;260.0;6.0;AUTOMATIC;Wagon;22;15;31620;Ford Taurus X 2008
Ford;Taurus X;2009;regular unleaded;263.0;6.0;AUTOMATIC;Wagon;24;17;32325;Ford Taurus X 2009
Ford;Taurus;2015;flex-fuel (unleaded/E85);288.0;6.0;AUTOMATIC;Sedan;29;19;29485;Ford Taurus 2015
Ford;Taurus;2016;flex-fuel (unleaded/E85);288.0;6.0;AUTOMATIC;Sedan;27;18;29540;Ford Taurus 2016
Ford;Taurus;2017;flex-fuel (unleaded/E85);288.0;6.0;AUTOMATIC;Sedan;27;18;36855;Ford Taurus 2017
Chrysler;TC;1990;regular unleaded;141.0;6.0;AUTOMATIC;Convertible;22;15;2000;Chrysler TC 1990
Chrysler;TC;1991;regular unleaded;141.0;6.0;AUTOMATIC;Convertible;22;16;2000;Chrysler TC 1991
Scion;tC;2014;regular unleaded;179.0;4.0;MANUAL;2dr Hatchback;31;23;21400;Scion tC 2014
Scion;tC;2015;regular unleaded;179.0;4.0;MANUAL;2dr Hatchback;31;23;19210;Scion tC 2015
Scion;tC;2016;regular unleaded;179.0;4.0;MANUAL;2dr Hatchback;31;23;19385;Scion tC 2016
Ford;Tempo;1992;regular unleaded;96.0;4.0;MANUAL;Sedan;30;21;2000;Ford Tempo 1992
Ford;Tempo;1993;regular unleaded;96.0;4.0;MANUAL;Coupe;30;21;2000;Ford Tempo 1993
Ford;Tempo;1994;regular unleaded;96.0;4.0;MANUAL;Sedan;30;21;2000;Ford Tempo 1994
Toyota;Tercel;1996;regular unleaded;93.0;4.0;MANUAL;Coupe;35;27;2000;Toyota Tercel 1996
Toyota;Tercel;1997;regular unleaded;93.0;4.0;MANUAL;Coupe;35;28;2012;Toyota Tercel 1997
Toyota;Tercel;1998;regular unleaded;93.0;4.0;MANUAL;Coupe;35;27;2148;Toyota Tercel 1998
GMC;Terrain;2015;regular unleaded;182.0;4.0;AUTOMATIC;4dr SUV;32;22;24070;GMC Terrain 2015
GMC;Terrain;2016;regular unleaded;182.0;4.0;AUTOMATIC;4dr SUV;32;22;28300;GMC Terrain 2016
GMC;Terrain;2017;regular unleaded;182.0;4.0;AUTOMATIC;4dr SUV;28;20;29050;GMC Terrain 2017
