ID_Cliente;Edad;Ingresos_Mensuales_USD;Puntuacion_Gasto;Visitas_Mensuales;Articulos_Comprados;Tiempo_Navegacion_Min;Categoria_Fidelidad
CLIENTE_1354;29;577.0;54;8;17;49.89;Bronce
CLIENTE_1355;62;1315.0;90;3;30;30.05;Bronce
CLIENTE_1356;19;482.0;33;4;7;40.36;Bronce
CLIENTE_1357;44;482.0;33;2;21;54.0;Bronce
CLIENTE_1358;48;482.0;72;3;1;47.41;Plata
CLIENTE_1359;68;484.0;20;2;49;53.65;Plata
CLIENTE_1360;68;482.0;16;6;38;5.52;Bronce
CLIENTE_1361;53;1386.0;21;5;4;15.3;Plata
CLIENTE_1362;53;569.0;45;2;46;28.29;Plata
CLIENTE_1363;43;822.0;90;0;8;51.63;Oro
CLIENTE_1364;60;482.0;87;4;18;51.11;Bronce
CLIENTE_1365;44;482.0;82;4;45;15.18;Bronce
CLIENTE_1366;22;782.0;62;8;8;12.82;Plata
CLIENTE_1367;37;482.0;31;4;31;50.91;Plata
CLIENTE_1368;28;638.0;42;3;31;34.78;Bronce
CLIENTE_1369;27;482.0;12;6;28;39.47;Oro
CLIENTE_1370;57;2192.0;65;4;48;49.51;Oro
CLIENTE_1371;55;1149.0;73;7;37;16.65;Plata
CLIENTE_1372;23;709.0;3;5;3;12.51;Bronce
CLIENTE_1373;25;1420.0;90;5;45;52.25;Plata
CLIENTE_1374;40;482.0;9;5;15;11.15;Plata
CLIENTE_1375;64;922.0;51;4;4;9.85;Oro
CLIENTE_1376;43;750.0;16;6;35;20.24;Plata
CLIENTE_1377;63;779.0;88;2;34;22.43;Bronce
CLIENTE_1378;60;1427.0;78;5;36;18.26;Bronce
CLIENTE_1379;29;1032.0;3;4;6;45.79;Plata
CLIENTE_1380;43;791.0;98;9;4;58.53;Oro
CLIENTE_1381;30;482.0;97;2;49;15.98;Oro
CLIENTE_1382;57;482.0;24;7;30;48.0;Oro
CLIENTE_1383;35;618.0;73;4;39;7.43;Bronce
CLIENTE_1384;42;703.0;13;4;18;11.54;Bronce
CLIENTE_1385;50;482.0;2;7;22;33.33;Plata
CLIENTE_1386;64;2827.0;71;6;10;59.98;Bronce
CLIENTE_1387;57;1652.0;21;5;49;57.22;Oro
CLIENTE_1388;60;955.0;19;4;29;11.16;Plata
CLIENTE_1389;29;695.0;89;2;23;18.18;Oro
CLIENTE_1390;61;586.0;47;4;4;57.02;Bronce
CLIENTE_1391;53;482.0;22;4;19;13.29;Bronce
CLIENTE_1392;65;697.0;75;3;26;45.85;Plata
CLIENTE_1393;21;776.0;33;5;7;5.06;Bronce
CLIENTE_1394;22;482.0;32;3;13;39.74;Plata
CLIENTE_1395;73;813.0;64;3;3;32.2;Bronce
CLIENTE_1396;54;606.0;85;3;40;30.91;Plata
CLIENTE_1397;25;482.0;39;5;11;50.61;Bronce
CLIENTE_1398;59;482.0;84;5;16;9.44;Oro
CLIENTE_1399;66;519.0;72;4;20;25.75;Plata
CLIENTE_1400;45;2064.0;42;4;23;29.53;Oro
CLIENTE_1401;48;929.0;9;6;23;11.82;Bronce
CLIENTE_1402;26;482.0;25;10;32;9.71;Bronce
CLIENTE_1403;71;890.0;89;8;41;14.88;Oro
CLIENTE_1404;68;482.0;97;1;42;18.26;Bronce
CLIENTE_1405;46;1274.0;2;7;38;58.13;Bronce
CLIENTE_1406;31;501.0;19;4;3;31.16;Oro
CLIENTE_1407;57;629.0;20;6;8;33.07;Bronce
CLIENTE_1408;58;1474.0;93;4;38;43.88;Bronce
CLIENTE_1409;39;482.0;70;7;40;42.63;Bronce
CLIENTE_1410;28;482.0;17;5;14;32.65;Bronce
CLIENTE_1411;40;482.0;89;2;8;23.69;Plata
CLIENTE_1412;18;1240.0;68;1;11;23.21;Bronce
CLIENTE_1413;63;482.0;94;10;42;8.17;Plata
CLIENTE_1414;54;482.0;84;3;42;54.48;Bronce
CLIENTE_1415;38;507.0;3;6;43;47.32;Oro
CLIENTE_1416;43;926.0;87;2;33;39.28;Bronce
CLIENTE_1417;63;1367.0;51;4;15;26.78;Plata
CLIENTE_1418;53;504.0;82;8;37;37.04;Oro
CLIENTE_1419;71;520.0;26;6;14;31.68;Plata
CLIENTE_1420;40;1329.0;56;3;26;20.07;Bronce
CLIENTE_1421;74;482.0;100;3;8;21.42;Bronce
CLIENTE_1422;18;527.0;64;5;49;53.1;Bronce
CLIENTE_1423;71;746.0;8;5;4;39.92;Plata
CLIENTE_1424;72;871.0;81;5;36;5.08;Bronce
CLIENTE_1425;68;490.0;95;6;18;22.98;Oro
CLIENTE_1426;57;679.0;37;2;27;23.7;Oro
CLIENTE_1427;32;482.0;97;9;19;43.85;Bronce
CLIENTE_1428;38;482.0;27;8;3;43.52;Bronce
CLIENTE_1429;64;873.0;45;6;9;30.53;Oro
CLIENTE_1430;26;482.0;4;8;39;57.3;Bronce
CLIENTE_1431;70;689.0;86;2;2;52.97;Plata
CLIENTE_1432;26;870.0;90;5;9;52.64;Plata
CLIENTE_1433;27;542.0;96;8;6;24.15;Bronce
CLIENTE_1434;69;737.0;88;4;38;28.7;Oro
CLIENTE_1435;74;482.0;99;2;28;28.04;Plata
CLIENTE_1436;70;588.0;37;4;48;29.21;Bronce
CLIENTE_1437;43;959.0;96;2;34;53.91;Bronce
CLIENTE_1438;58;731.0;71;2;29;18.7;Oro
CLIENTE_1439;52;482.0;33;4;48;49.12;Plata
CLIENTE_1440;69;761.0;31;4;3;33.27;Bronce
CLIENTE_1441;42;1021.0;55;4;16;18.7;Bronce
CLIENTE_1442;43;482.0;12;10;44;34.0;Bronce
CLIENTE_1443;28;1333.0;11;6;35;15.75;Oro
CLIENTE_1444;55;544.0;88;7;11;10.95;Bronce
CLIENTE_1445;19;859.0;72;1;43;51.1;Bronce
CLIENTE_1446;24;1364.0;32;9;23;43.46;Oro
CLIENTE_1447;35;482.0;57;6;30;16.27;Plata
CLIENTE_1448;44;482.0;38;6;48;56.83;Plata
CLIENTE_1449;51;559.0;60;4;5;6.34;Oro
CLIENTE_1450;44;482.0;86;6;8;23.33;Bronce
CLIENTE_1451;34;1884.0;98;3;43;6.19;Oro
CLIENTE_1452;60;482.0;19;9;43;12.83;Bronce
CLIENTE_1453;61;482.0;84;4;10;14.9;Bronce
CLIENTE_1454;68;752.0;56;7;28;49.57;Bronce
CLIENTE_1455;71;482.0;14;3;36;59.62;Oro
CLIENTE_1456;41;525.0;33;10;10;52.7;Bronce
CLIENTE_1457;42;805.0;10;3;14;39.93;Bronce
CLIENTE_1458;24;545.0;80;7;38;44.76;Bronce
CLIENTE_1459;69;629.0;64;7;37;33.76;Bronce
CLIENTE_1460;23;484.0;64;4;47;28.24;Plata
CLIENTE_1461;70;482.0;62;5;5;43.07;Plata
CLIENTE_1462;41;807.0;68;5;6;58.52;Oro
CLIENTE_1463;50;1906.0;91;8;30;6.59;Oro
CLIENTE_1464;66;673.0;92;7;19;22.27;Plata
CLIENTE_1465;46;761.0;43;7;49;23.15;Plata
CLIENTE_1466;60;1008.0;80;3;14;27.78;Bronce
CLIENTE_1467;39;482.0;59;4;11;39.48;Oro
CLIENTE_1468;43;1847.0;52;3;46;33.26;Bronce
CLIENTE_1469;45;751.0;97;5;5;6.03;Bronce
CLIENTE_1470;67;1771.0;19;6;45;27.64;Plata
CLIENTE_1471;38;482.0;21;6;31;39.07;Oro
CLIENTE_1472;66;1980.0;22;7;44;32.77;Plata
CLIENTE_1473;24;1059.0;9;1;32;52.96;Oro
CLIENTE_1474;34;927.0;9;2;24;26.92;Bronce
CLIENTE_1475;37;765.0;73;6;10;5.69;Plata
CLIENTE_1476;58;573.0;27;4;13;20.67;Bronce
CLIENTE_1477;66;1367.0;17;9;47;12.46;Plata
CLIENTE_1478;37;724.0;44;5;13;18.76;Bronce
CLIENTE_1479;71;482.0;45;5;36;24.91;Bronce
CLIENTE_1480;39;482.0;8;2;22;42.22;Bronce
CLIENTE_1481;45;595.0;80;5;9;22.83;Bronce
CLIENTE_1482;57;801.0;18;6;19;53.63;Bronce
CLIENTE_1483;66;643.0;33;5;7;21.48;Bronce
CLIENTE_1484;24;1382.0;1;5;15;12.53;Bronce
CLIENTE_1485;18;482.0;76;5;17;14.29;Bronce
CLIENTE_1486;49;725.0;6;9;46;56.4;Bronce
CLIENTE_1487;30;482.0;41;3;14;30.01;Bronce
CLIENTE_1488;47;1049.0;55;2;41;27.17;Bronce
CLIENTE_1489;40;628.0;5;3;48;8.79;Bronce
CLIENTE_1490;68;856.0;59;3;2;45.33;Bronce
CLIENTE_1491;73;482.0;80;4;14;43.21;Oro
CLIENTE_1492;36;1433.0;18;3;4;25.67;Plata
CLIENTE_1493;49;1243.0;49;3;3;43.05;Bronce
CLIENTE_1494;47;944.0;82;2;3;25.21;Plata
CLIENTE_1495;46;615.0;65;4;11;9.02;Bronce
CLIENTE_1496;66;942.0;83;7;5;45.6;Plata
CLIENTE_1497;62;482.0;54;1;48;58.09;Bronce
CLIENTE_1498;46;1111.0;61;6;29;40.66;Plata
CLIENTE_1499;47;1789.0;8;4;28;20.21;Plata
CLIENTE_1500;33;1264.0;3;5;23;19.85;Oro
CLIENTE_1501;57;482.0;25;2;30;56.09;Bronce
CLIENTE_1502;36;826.0;69;10;23;21.68;Oro
CLIENTE_1503;35;482.0;55;4;41;47.25;Plata
CLIENTE_1504;18;938.0;40;6;22;40.36;Oro
CLIENTE_1505;31;872.0;83;7;43;37.59;Plata
CLIENTE_1506;68;482.0;82;3;12;14.96;Plata
CLIENTE_1507;64;482.0;50;3;27;6.89;Plata
CLIENTE_1508;67;561.0;95;9;40;31.88;Oro
CLIENTE_1509;19;555.0;33;7;46;59.35;Bronce
CLIENTE_1510;71;482.0;18;6;49;15.77;Plata
CLIENTE_1511;45;840.0;57;10;15;34.53;Plata
CLIENTE_1512;66;773.0;16;7;47;41.9;Bronce
CLIENTE_1513;67;592.0;80;3;23;31.6;Oro
CLIENTE_1514;47;482.0;38;9;44;32.88;Bronce
CLIENTE_1515;55;1248.0;41;2;41;41.37;Bronce
CLIENTE_1516;68;1796.0;7;8;44;49.82;Plata
CLIENTE_1517;21;498.0;78;3;19;23.33;Plata
CLIENTE_1518;18;482.0;53;3;44;54.46;Bronce
CLIENTE_1519;25;893.0;63;5;11;31.67;Plata
CLIENTE_1520;46;537.0;89;3;38;41.4;Plata
CLIENTE_1521;72;612.0;32;5;40;10.86;Bronce
CLIENTE_1522;56;1037.0;38;6;43;32.09;Plata
CLIENTE_1523;20;482.0;22;7;3;5.89;Oro
CLIENTE_1524;49;1467.0;16;7;16;26.51;Bronce
CLIENTE_1525;27;695.0;52;6;32;8.0;Plata
CLIENTE_1526;27;520.0;29;3;38;54.33;Bronce
CLIENTE_1527;36;630.0;16;7;9;42.0;Oro
CLIENTE_1528;63;650.0;76;3;41;48.55;Plata
CLIENTE_1529;51;482.0;17;5;38;30.72;Bronce
CLIENTE_1530;50;1631.0;64;5;5;51.85;Bronce
CLIENTE_1531;40;682.0;91;1;1;53.02;Plata
CLIENTE_1532;72;868.0;89;1;35;24.63;Plata
CLIENTE_1533;45;1177.0;13;4;35;25.73;Oro
CLIENTE_1534;49;482.0;72;4;12;32.95;Bronce
CLIENTE_1535;67;884.0;56;4;36;7.32;Bronce
CLIENTE_1536;24;566.0;5;3;21;59.77;Bronce
CLIENTE_1537;46;1106.0;12;9;48;24.75;Bronce
CLIENTE_1538;25;482.0;41;2;43;30.9;Bronce
CLIENTE_1539;18;627.0;3;11;8;46.51;Oro
CLIENTE_1540;74;482.0;99;4;27;21.36;Bronce
CLIENTE_1541;72;862.0;33;6;9;16.09;Plata
CLIENTE_1542;20;882.0;86;3;28;12.01;Bronce
CLIENTE_1543;41;482.0;50;4;30;34.04;Plata
CLIENTE_1544;40;482.0;56;3;14;5.3;Oro
CLIENTE_1545;25;622.0;9;2;23;44.02;Plata
CLIENTE_1546;71;482.0;82;5;29;30.38;Bronce
CLIENTE_1547;74;1102.0;50;2;26;34.25;Bronce
CLIENTE_1548;64;533.0;29;5;22;19.48;Oro
CLIENTE_1549;54;482.0;39;7;15;14.8;Oro
CLIENTE_1550;20;531.0;91;7;9;43.5;Bronce
CLIENTE_1551;68;482.0;100;5;26;16.57;Plata
CLIENTE_1552;50;482.0;45;3;17;47.9;Plata
CLIENTE_1553;45;482.0;17;7;9;16.2;Plata
CLIENTE_1554;64;710.0;56;6;3;38.7;Oro
CLIENTE_1555;25;1476.0;98;5;16;40.41;Bronce
CLIENTE_1556;51;803.0;46;5;13;32.81;Plata
CLIENTE_1557;52;482.0;67;6;26;59.82;Bronce
CLIENTE_1558;49;874.0;69;4;17;25.67;Plata
CLIENTE_1559;41;505.0;14;5;32;53.58;Bronce
CLIENTE_1560;31;482.0;67;3;24;14.31;Plata
CLIENTE_1561;49;482.0;23;4;36;23.55;Bronce
CLIENTE_1562;73;482.0;94;5;22;13.0;Bronce
CLIENTE_1563;63;526.0;61;3;9;38.2;Plata
CLIENTE_1564;60;731.0;23;6;22;40.1;Bronce
CLIENTE_1565;33;628.0;27;4;41;29.94;Bronce
CLIENTE_1566;21;518.0;54;4;46;44.61;Plata
CLIENTE_1567;69;482.0;10;3;20;52.72;Bronce
CLIENTE_1568;54;958.0;89;1;3;47.71;Plata
CLIENTE_1569;71;482.0;77;8;36;18.29;Oro
CLIENTE_1570;38;1060.0;16;4;33;22.62;Bronce
CLIENTE_1571;31;482.0;41;4;18;25.92;Plata
CLIENTE_1572;48;482.0;98;7;36;16.21;Plata
CLIENTE_1573;72;482.0;55;4;10;24.87;Bronce
CLIENTE_1574;65;492.0;61;4;36;18.09;Bronce
CLIENTE_1575;35;1194.0;86;9;21;59.77;Oro
CLIENTE_1576;24;906.0;81;9;25;48.08;Bronce
CLIENTE_1577;27;1196.0;87;9;49;52.3;Bronce
CLIENTE_1578;24;910.0;100;3;40;55.72;Plata
CLIENTE_1579;50;482.0;49;6;9;41.58;Plata
CLIENTE_1580;40;545.0;73;8;48;14.68;Oro
CLIENTE_1581;38;482.0;52;5;27;46.72;Oro
CLIENTE_1582;36;1478.0;2;7;15;5.86;Bronce
CLIENTE_1583;65;482.0;96;9;32;11.23;Plata
CLIENTE_1584;36;1137.0;50;2;48;6.63;Oro
CLIENTE_1585;53;1137.0;86;7;44;12.45;Plata
CLIENTE_1586;46;1994.0;43;7;39;46.36;Plata
CLIENTE_1587;35;520.0;77;2;16;53.7;Bronce
CLIENTE_1588;19;1020.0;8;5;28;20.34;Bronce
CLIENTE_1589;18;2615.0;59;10;6;11.55;Plata
CLIENTE_1590;64;482.0;65;5;6;20.01;Oro
CLIENTE_1591;22;482.0;81;7;38;40.59;Bronce
CLIENTE_1592;37;482.0;12;3;47;24.26;Bronce
CLIENTE_1593;28;1020.0;4;3;2;57.86;Oro
CLIENTE_1594;59;482.0;77;5;41;12.2;Bronce
CLIENTE_1595;19;532.0;95;4;40;59.47;Plata
CLIENTE_1596;20;865.0;41;5;7;5.68;Bronce
CLIENTE_1597;40;743.0;7;6;27;29.84;Bronce
CLIENTE_1598;72;859.0;87;5;28;18.85;Bronce
CLIENTE_1599;29;760.0;88;4;16;36.15;Bronce
CLIENTE_1600;37;1433.0;69;4;47;10.31;Plata
CLIENTE_1601;22;482.0;69;7;9;53.17;Bronce
CLIENTE_1602;54;482.0;81;3;15;12.51;Bronce
CLIENTE_1603;55;482.0;30;4;34;37.31;Bronce
CLIENTE_1604;47;1095.0;73;6;20;6.83;Bronce
CLIENTE_1605;26;1142.0;6;3;14;22.1;Oro
CLIENTE_1606;51;872.0;89;4;11;13.23;Bronce
CLIENTE_1607;70;1353.0;19;2;30;58.78;Bronce
CLIENTE_1608;61;482.0;80;7;3;5.66;Bronce
CLIENTE_1609;52;1809.0;85;7;2;24.38;Bronce
CLIENTE_1610;69;1659.0;66;5;14;21.65;Plata
CLIENTE_1611;39;1034.0;10;3;29;41.16;Plata
CLIENTE_1612;61;1937.0;16;4;5;8.1;Plata
CLIENTE_1613;41;482.0;37;7;44;49.58;Plata
CLIENTE_1614;34;486.0;79;5;46;30.66;Bronce
CLIENTE_1615;27;482.0;77;4;6;29.9;Bronce
CLIENTE_1616;47;1025.0;77;4;8;17.47;Plata
CLIENTE_1617;73;482.0;32;6;39;31.95;Plata
CLIENTE_1618;63;1048.0;47;1;39;25.01;Plata
CLIENTE_1619;40;1514.0;72;6;44;18.48;Bronce
CLIENTE_1620;49;1009.0;43;10;29;14.28;Bronce
CLIENTE_1621;34;789.0;82;2;39;45.06;Oro
CLIENTE_1622;67;482.0;36;6;44;12.81;Bronce
CLIENTE_1623;68;482.0;26;4;27;14.24;Plata
CLIENTE_1624;34;1408.0;10;4;16;36.74;Bronce
CLIENTE_1625;31;1062.0;31;6;27;17.43;Oro
CLIENTE_1626;26;650.0;97;5;39;30.27;Oro
CLIENTE_1627;57;518.0;29;2;40;35.41;Plata
CLIENTE_1628;19;482.0;5;5;1;20.09;Plata
CLIENTE_1629;62;482.0;77;3;45;23.9;Oro
CLIENTE_1630;42;2094.0;1;2;33;16.56;Plata
CLIENTE_1631;56;482.0;87;4;39;30.32;Oro
CLIENTE_1632;26;745.0;3;4;27;59.58;Bronce
CLIENTE_1633;71;1217.0;67;2;17;24.95;Bronce
CLIENTE_1634;39;482.0;71;6;15;40.93;Oro
CLIENTE_1635;60;743.0;100;6;22;39.97;Plata
CLIENTE_1636;63;1168.0;35;4;19;48.26;Plata
CLIENTE_1637;21;670.0;15;6;28;44.16;Oro
CLIENTE_1638;43;3718.0;67;2;23;5.65;Oro
CLIENTE_1639;46;482.0;93;3;36;22.01;Bronce
CLIENTE_1640;62;1255.0;30;1;49;52.86;Plata
CLIENTE_1641;51;600.0;82;4;39;34.68;Plata
CLIENTE_1642;40;1057.0;75;5;48;10.73;Plata
CLIENTE_1643;54;867.0;43;4;49;20.19;Bronce
CLIENTE_1644;28;482.0;60;6;20;20.59;Bronce
CLIENTE_1645;23;763.0;40;4;47;53.02;Bronce
CLIENTE_1646;35;482.0;65;5;9;35.44;Bronce
CLIENTE_1647;38;955.0;29;6;23;38.46;Bronce
CLIENTE_1648;59;795.0;74;3;45;25.19;Bronce
CLIENTE_1649;53;976.0;92;4;7;8.32;Plata
CLIENTE_1650;58;1255.0;95;8;31;9.14;Bronce
CLIENTE_1651;55;829.0;19;4;11;28.12;Bronce
CLIENTE_1652;51;727.0;3;7;40;14.76;Bronce
CLIENTE_1653;34;482.0;36;4;17;10.73;Plata
CLIENTE_1654;54;482.0;43;5;36;19.42;Bronce
CLIENTE_1655;42;1356.0;15;2;26;45.81;Bronce
CLIENTE_1656;55;1575.0;97;9;36;9.02;Bronce
CLIENTE_1657;29;577.0;41;1;18;29.65;Plata
CLIENTE_1658;40;684.0;90;5;31;50.43;Bronce
CLIENTE_1659;70;482.0;80;4;49;19.74;Bronce
CLIENTE_1660;59;1344.0;36;3;35;21.6;Plata
CLIENTE_1661;39;992.0;97;7;41;53.63;Bronce
CLIENTE_1662;38;2132.0;84;4;28;40.75;Oro
CLIENTE_1663;44;482.0;77;3;26;48.87;Oro
CLIENTE_1664;74;530.0;33;6;6;20.91;Bronce
CLIENTE_1665;48;764.0;5;4;34;59.82;Plata
CLIENTE_1666;23;980.0;78;3;28;12.75;Bronce
CLIENTE_1667;44;584.0;91;6;44;57.91;Bronce
CLIENTE_1668;57;482.0;87;6;47;54.62;Oro
CLIENTE_1669;51;1129.0;14;3;9;35.35;Bronce
CLIENTE_1670;29;1025.0;68;6;29;37.19;Bronce
CLIENTE_1671;62;482.0;83;6;34;47.63;Oro
CLIENTE_1672;74;1500.0;47;2;12;21.87;Bronce
CLIENTE_1673;70;1342.0;54;8;16;34.01;Bronce
CLIENTE_1674;24;721.0;4;3;7;54.63;Bronce
CLIENTE_1675;27;698.0;94;10;31;8.75;Plata
CLIENTE_1676;62;927.0;83;4;33;54.8;Bronce
CLIENTE_1677;34;482.0;95;4;7;45.08;Plata
CLIENTE_1678;43;677.0;95;3;3;47.34;Oro
CLIENTE_1679;38;482.0;9;8;20;8.56;Plata
CLIENTE_1680;45;1125.0;53;7;5;15.33;Bronce
CLIENTE_1681;63;482.0;77;8;3;55.89;Oro
CLIENTE_1682;19;1639.0;78;3;47;11.82;Plata
CLIENTE_1683;71;546.0;60;6;38;39.72;Plata
CLIENTE_1684;60;586.0;46;6;15;48.05;Bronce
CLIENTE_1685;18;482.0;54;7;35;17.72;Bronce
CLIENTE_1686;68;560.0;74;3;23;43.43;Bronce
CLIENTE_1687;70;1558.0;95;8;33;8.61;Plata
CLIENTE_1688;53;482.0;37;8;2;32.43;Bronce
CLIENTE_1689;68;1431.0;23;5;36;23.39;Bronce
CLIENTE_1690;43;815.0;27;11;21;40.52;Bronce
CLIENTE_1691;46;482.0;70;2;14;53.9;Bronce
CLIENTE_1692;38;482.0;90;3;14;11.9;Bronce
CLIENTE_1693;28;1819.0;66;4;42;29.77;Bronce
CLIENTE_1694;57;482.0;61;4;11;28.28;Oro
CLIENTE_1695;28;482.0;77;8;4;22.81;Plata
CLIENTE_1696;53;1316.0;51;4;47;31.41;Plata
CLIENTE_1697;66;815.0;50;9;30;53.44;Bronce
CLIENTE_1698;56;482.0;19;8;36;58.55;Bronce
CLIENTE_1699;57;757.0;1;4;20;5.16;Bronce
CLIENTE_1700;52;482.0;40;7;16;45.65;Bronce
CLIENTE_1701;71;1288.0;32;2;34;38.83;Oro
CLIENTE_1702;51;1257.0;22;6;45;59.7;Bronce
CLIENTE_1703;72;915.0;93;7;8;9.95;Plata
CLIENTE_1704;64;826.0;66;5;45;49.62;Bronce
CLIENTE_1705;41;1914.0;40;8;20;56.37;Oro
CLIENTE_1706;71;665.0;38;5;21;55.17;Bronce
CLIENTE_1707;39;482.0;48;6;40;35.83;Oro
CLIENTE_1708;22;871.0;55;3;30;23.02;Bronce
CLIENTE_1709;73;2325.0;75;5;36;40.19;Bronce
CLIENTE_1710;50;482.0;81;5;5;21.83;Oro
CLIENTE_1711;53;535.0;55;3;21;27.67;Bronce
CLIENTE_1712;64;854.0;51;7;38;29.51;Oro
CLIENTE_1713;37;644.0;60;5;23;21.61;Bronce
CLIENTE_1714;36;482.0;8;6;19;23.8;Bronce
CLIENTE_1715;52;1304.0;86;3;10;5.4;Bronce
CLIENTE_1716;69;2676.0;68;5;27;21.34;Plata
CLIENTE_1717;60;748.0;75;4;35;30.98;Plata
CLIENTE_1718;34;482.0;72;2;13;14.52;Bronce
CLIENTE_1719;62;482.0;9;5;9;49.31;Plata
CLIENTE_1720;60;776.0;90;6;17;34.57;Bronce
CLIENTE_1721;51;1290.0;2;3;31;48.66;Oro
CLIENTE_1722;26;885.0;80;6;42;12.05;Bronce
CLIENTE_1723;43;664.0;95;6;44;50.13;Bronce
CLIENTE_1724;19;482.0;70;4;45;57.7;Bronce
CLIENTE_1725;70;482.0;85;5;24;24.38;Oro
CLIENTE_1726;26;1098.0;90;3;42;20.62;Bronce
CLIENTE_1727;26;1151.0;59;3;19;40.58;Bronce
CLIENTE_1728;57;482.0;19;4;49;39.98;Plata
CLIENTE_1729;34;1727.0;28;3;30;11.19;Oro
CLIENTE_1730;18;939.0;72;5;5;55.97;Bronce
CLIENTE_1731;42;1540.0;14;7;8;31.35;Bronce
CLIENTE_1732;60;482.0;24;5;37;47.04;Plata
CLIENTE_1733;57;482.0;44;6;47;24.76;Bronce
CLIENTE_1734;59;608.0;56;1;36;19.38;Bronce
CLIENTE_1735;42;899.0;90;2;25;11.12;Plata
CLIENTE_1736;56;1954.0;95;7;45;20.1;Plata
CLIENTE_1737;52;1016.0;51;10;49;59.64;Plata
CLIENTE_1738;20;575.0;32;4;5;41.19;Oro
CLIENTE_1739;67;482.0;50;6;33;49.15;Bronce
CLIENTE_1740;54;1391.0;41;6;22;57.72;Plata
CLIENTE_1741;61;482.0;66;6;47;9.34;Bronce
CLIENTE_1742;61;1767.0;25;8;42;14.06;Oro
CLIENTE_1743;68;561.0;61;4;25;56.04;Bronce
CLIENTE_1744;47;1727.0;66;9;43;36.05;Oro
CLIENTE_1745;55;1000.0;42;3;29;39.92;Bronce
CLIENTE_1746;51;613.0;65;7;45;28.52;Bronce
CLIENTE_1747;29;487.0;36;6;30;49.79;Bronce
CLIENTE_1748;36;542.0;76;6;48;33.45;Oro
CLIENTE_1749;54;860.0;9;4;30;50.44;Oro
CLIENTE_1750;61;697.0;36;5;44;59.57;Oro
CLIENTE_1751;66;482.0;92;3;46;40.57;Plata
CLIENTE_1752;34;602.0;38;6;31;34.08;Bronce
CLIENTE_1753;27;697.0;33;4;34;25.08;Bronce
CLIENTE_1754;74;482.0;42;3;28;15.71;Bronce
CLIENTE_1755;72;876.0;61;1;10;41.12;Plata
CLIENTE_1756;66;482.0;46;2;4;8.45;Bronce
CLIENTE_1757;64;482.0;86;4;33;57.6;Plata
CLIENTE_1758;29;482.0;89;5;17;40.62;Bronce
CLIENTE_1759;33;482.0;61;8;11;57.76;Plata
CLIENTE_1760;41;482.0;18;8;7;19.98;Oro
CLIENTE_1761;36;482.0;70;2;17;57.06;Plata
CLIENTE_1762;25;2147.0;82;2;28;38.67;Oro
CLIENTE_1763;48;485.0;80;3;17;49.56;Bronce
CLIENTE_1764;38;740.0;15;5;41;14.84;Bronce
CLIENTE_1765;34;846.0;48;6;10;32.51;Oro
CLIENTE_1766;40;720.0;72;6;26;36.29;Bronce
CLIENTE_1767;54;635.0;13;4;6;26.61;Bronce
CLIENTE_1768;71;482.0;43;5;17;18.93;Bronce
CLIENTE_1769;33;1589.0;60;4;16;54.76;Plata
CLIENTE_1770;23;1967.0;57;5;39;9.68;Plata
CLIENTE_1771;25;482.0;71;8;26;13.47;Bronce
CLIENTE_1772;42;482.0;17;5;4;22.63;Oro
CLIENTE_1773;35;562.0;50;9;20;55.59;Oro
CLIENTE_1774;42;482.0;32;4;49;36.03;Bronce
CLIENTE_1775;29;901.0;22;8;41;25.52;Plata
CLIENTE_1776;32;482.0;55;2;11;27.15;Oro
CLIENTE_1777;43;2438.0;57;3;23;51.08;Bronce
CLIENTE_1778;58;1359.0;13;2;33;6.47;Bronce
CLIENTE_1779;62;756.0;47;2;31;5.62;Bronce
CLIENTE_1780;43;1232.0;87;4;7;7.53;Oro
CLIENTE_1781;64;1291.0;62;4;22;30.81;Bronce
CLIENTE_1782;49;482.0;54;7;5;36.97;Plata
CLIENTE_1783;27;482.0;29;4;37;39.35;Plata
CLIENTE_1784;33;697.0;22;7;1;45.21;Bronce
CLIENTE_1785;24;1115.0;65;7;6;15.43;Bronce
CLIENTE_1786;34;723.0;29;8;45;19.43;Bronce
CLIENTE_1787;40;482.0;48;5;47;18.39;Bronce
CLIENTE_1788;43;482.0;5;5;4;13.2;Bronce
CLIENTE_1789;38;636.0;35;2;30;18.44;Bronce
CLIENTE_1790;39;636.0;74;3;30;38.75;Plata
CLIENTE_1791;24;2172.0;83;2;17;25.15;Bronce
CLIENTE_1792;31;482.0;71;4;24;47.24;Plata
CLIENTE_1793;32;901.0;46;5;31;34.5;Bronce
CLIENTE_1794;70;1625.0;35;5;28;16.66;Plata
CLIENTE_1795;24;2599.0;45;3;45;30.71;Plata
CLIENTE_1796;26;522.0;13;5;43;37.64;Bronce
CLIENTE_1797;68;893.0;10;8;4;52.64;Bronce
CLIENTE_1798;65;936.0;66;6;39;50.85;Plata
CLIENTE_1799;25;748.0;70;6;19;28.46;Plata
CLIENTE_1800;67;627.0;72;3;24;40.62;Bronce
CLIENTE_1801;40;864.0;100;5;7;21.38;Plata
CLIENTE_1802;46;482.0;25;4;46;39.82;Bronce
CLIENTE_1803;35;1001.0;44;4;48;55.2;Bronce
CLIENTE_1804;48;717.0;60;1;9;39.35;Bronce
CLIENTE_1805;47;582.0;47;8;22;21.71;Plata
